DateTime;Resolution code;Quality status;Net regulation volume;Strategic reserve price;Marginal incremental price;IGCC+;aFRR+;Bids+;mFRR Standard Price;mFRR Flex Price;Inter-TSO import;Marginal decremental price;IGCC-;aFRR-;Bids-;Inter-TSO export
2024-01-27T06:15:00+01:00;PT15M;Not Validated;-31.765;;125.2;125.2;125.2;;;;;-430.31;-430.31;-430.31;;
2024-01-27T06:00:00+01:00;PT15M;Not Validated;82.062;;120.34;120.34;120.34;;;;;-99.43;-99.43;-99.43;;
2024-01-27T05:45:00+01:00;PT15M;Not Validated;73.332;;125.16;125.16;125.16;;;;;-152.79;-152.79;-152.79;;
2024-01-27T05:30:00+01:00;PT15M;Not Validated;34.066;;120.2;120.2;120.2;;;;;-22.78;-22.78;-22.78;;
2024-01-27T05:15:00+01:00;PT15M;Not Validated;32.539;;120.2;120.2;120.2;;;;;5.0;5.0;5.0;;
2024-01-27T05:00:00+01:00;PT15M;Not Validated;29.457;;122.76;122.76;122.76;;;;;-290.81;-290.81;-290.81;;
2024-01-27T04:45:00+01:00;PT15M;Not Validated;72.237;;120.2;120.2;120.2;;;;;-124.35;-124.35;-124.35;;
2024-01-27T04:30:00+01:00;PT15M;Not Validated;103.557;;121.16;121.16;121.16;;;;;-136.12;-136.12;-136.12;;
2024-01-27T04:15:00+01:00;PT15M;Not Validated;74.798;;120.2;120.2;120.2;;;;;-123.47;-123.47;-123.47;;
2024-01-27T04:00:00+01:00;PT15M;Not Validated;65.345;;128.7;128.7;128.7;;;;;-346.65;-346.65;-346.65;;
2024-01-27T03:45:00+01:00;PT15M;Not Validated;112.548;;225.0;125.2;125.2;225.0;150.0;;;-96.49;-96.49;-96.49;;
2024-01-27T03:30:00+01:00;PT15M;Not Validated;97.394;;225.0;125.2;125.2;225.0;150.0;;;-151.39;-151.39;-151.39;;
2024-01-27T03:15:00+01:00;PT15M;Not Validated;267.859;;225.0;120.82;120.82;225.0;150.0;;;-230.44;-230.44;-230.44;;
2024-01-27T03:00:00+01:00;PT15M;Not Validated;198.602;;125.2;124.12;124.12;125.2;;;;5.0;5.0;5.0;;
2024-01-27T02:45:00+01:00;PT15M;Not Validated;154.328;;125.2;120.44;120.44;125.2;;;;-185.85;-185.85;-185.85;;
2024-01-27T02:30:00+01:00;PT15M;Not Validated;168.064;;125.2;120.2;120.2;125.2;;;;-250.0;-250.0;-250.0;;
2024-01-27T02:15:00+01:00;PT15M;Not Validated;156.24;;125.2;120.74;120.74;125.2;;;;5.0;5.0;5.0;;
2024-01-27T02:00:00+01:00;PT15M;Not Validated;145.273;;124.12;124.12;124.12;;;;;-53.17;-53.17;-53.17;;
2024-01-27T01:45:00+01:00;PT15M;Not Validated;11.317;;122.23;122.23;122.23;;;;;-80.26;-80.26;-80.26;;
2024-01-27T01:30:00+01:00;PT15M;Not Validated;-44.288;;123.63;123.63;123.63;;;;;-157.58;-157.58;-157.58;;
2024-01-27T01:15:00+01:00;PT15M;Not Validated;13.803;;120.2;120.2;120.2;;;;;-71.58;-71.58;-71.58;;
2024-01-27T01:00:00+01:00;PT15M;Not Validated;-13.603;;123.87;123.87;123.87;;;;;-47.66;-47.66;-47.66;;
2024-01-27T00:45:00+01:00;PT15M;Not Validated;2.942;;125.2;125.2;125.2;;;;;-211.66;-211.66;-211.66;;
2024-01-27T00:30:00+01:00;PT15M;Not Validated;-26.663;;125.2;125.2;125.2;;;;;-200.46;-200.46;-200.46;;
2024-01-27T00:15:00+01:00;PT15M;Not Validated;35.487;;222.3;125.15;125.15;222.3;150.0;;;-91.25;-91.25;-91.25;;
2024-01-27T00:00:00+01:00;PT15M;Not Validated;144.29;;124.24;124.24;124.24;;;;;-156.92;-156.92;-156.92;;
2024-01-26T23:45:00+01:00;PT15M;Not Validated;35.536;;120.21;120.21;120.21;;;;;-218.29;-218.29;-218.29;;
2024-01-26T23:30:00+01:00;PT15M;Not Validated;30.922;;157.98;157.98;157.98;;;;;-48.21;-48.21;-48.21;;
2024-01-26T23:15:00+01:00;PT15M;Not Validated;-68.465;;155.14;155.14;155.14;;;;;-248.44;-248.44;-248.44;;
2024-01-26T23:00:00+01:00;PT15M;Not Validated;111.673;;182.04;182.04;182.04;;;;;-114.99;-114.99;-114.99;;
2024-01-26T22:45:00+01:00;PT15M;Not Validated;5.574;;146.97;146.97;;;;;;-73.19;-73.19;-73.19;;
2024-01-26T22:30:00+01:00;PT15M;Not Validated;32.975;;146.97;146.97;146.97;;;;;-47.87;-47.87;-47.87;;
2024-01-26T22:15:00+01:00;PT15M;Not Validated;90.429;;219.0;146.97;146.97;219.0;150.0;;;-49.27;-49.27;-49.27;;
2024-01-26T22:00:00+01:00;PT15M;Not Validated;127.532;;151.39;151.39;151.39;;;;;-48.04;-48.04;-48.04;;
2024-01-26T21:45:00+01:00;PT15M;Not Validated;42.447;;147.23;147.23;147.23;;;;;-47.31;-47.31;-47.31;;
2024-01-26T21:30:00+01:00;PT15M;Not Validated;42.772;;148.8;148.8;148.8;;;;;-47.25;-47.25;-47.25;;
2024-01-26T21:15:00+01:00;PT15M;Not Validated;114.172;;225.0;146.97;146.97;225.0;150.0;;;-47.45;-47.45;-47.45;;
2024-01-26T21:00:00+01:00;PT15M;Not Validated;161.352;;225.0;146.97;146.97;225.0;150.0;;;-48.74;-48.74;-48.74;;
2024-01-26T20:45:00+01:00;PT15M;Not Validated;157.933;;146.97;146.97;146.97;;;;;-48.3;-48.3;-48.3;;
2024-01-26T20:30:00+01:00;PT15M;Not Validated;-31.746;;185.72;185.72;185.72;;;;;-155.67;-155.67;-155.67;;
2024-01-26T20:15:00+01:00;PT15M;Not Validated;-8.982;;168.83;168.83;168.83;;;;;-59.61;-59.61;-59.61;;
2024-01-26T20:00:00+01:00;PT15M;Not Validated;20.847;;174.09;174.09;174.09;;;;;-42.53;-42.53;-42.53;;
2024-01-26T19:45:00+01:00;PT15M;Not Validated;-46.192;;177.76;177.76;177.76;;;;;-55.88;-55.88;-55.88;;
2024-01-26T19:30:00+01:00;PT15M;Not Validated;-32.89;;177.76;177.76;177.76;;;;;-109.89;-109.89;-109.89;;
2024-01-26T19:15:00+01:00;PT15M;Not Validated;-50.165;;177.75;177.75;177.75;;;;;-49.49;-49.49;-49.49;;
2024-01-26T19:00:00+01:00;PT15M;Not Validated;-98.276;;177.74;177.74;177.74;;;;;-49.01;-49.01;-49.01;;
2024-01-26T18:45:00+01:00;PT15M;Not Validated;-9.844;;199.18;199.18;199.18;;;;;-42.8;-42.8;-42.8;;
2024-01-26T18:30:00+01:00;PT15M;Not Validated;-47.858;;210.69;210.69;210.69;;;;;-49.19;-49.19;-49.19;;
2024-01-26T18:15:00+01:00;PT15M;Not Validated;-37.635;;209.67;209.67;209.67;;;;;-42.8;-42.8;-42.8;;
2024-01-26T18:00:00+01:00;PT15M;Not Validated;-27.273;;266.07;266.07;266.07;;;;;-64.14;-64.14;-64.14;;
2024-01-26T17:45:00+01:00;PT15M;Not Validated;194.978;;268.75;268.75;268.75;;;;;;-42.77;;;
2024-01-26T17:30:00+01:00;PT15M;Not Validated;12.811;;215.38;215.38;215.38;;;;;-43.92;-43.92;-43.92;;
2024-01-26T17:15:00+01:00;PT15M;Not Validated;-34.039;;205.3;205.3;205.3;;;;;-43.28;-43.28;-43.28;;
2024-01-26T17:00:00+01:00;PT15M;Not Validated;37.572;;152.25;152.25;152.25;;;;;-52.96;-52.96;-52.96;;
2024-01-26T16:45:00+01:00;PT15M;Not Validated;258.941;;253.31;253.31;253.31;;;;;-52.11;-52.11;-52.11;;
2024-01-26T16:30:00+01:00;PT15M;Not Validated;21.161;;151.33;151.33;151.33;;;;;-45.36;-45.36;-45.36;;
2024-01-26T16:15:00+01:00;PT15M;Not Validated;46.676;;140.83;140.83;140.83;;;;;-119.23;-119.23;-119.23;;
2024-01-26T16:00:00+01:00;PT15M;Not Validated;28.946;;139.98;139.98;139.98;;;;;-77.97;-77.97;-77.97;;
2024-01-26T15:45:00+01:00;PT15M;Not Validated;260.25;;205.11;205.11;205.11;;;;;-47.7;-47.7;-47.7;;
2024-01-26T15:30:00+01:00;PT15M;Not Validated;54.323;;158.74;158.74;158.74;;;;;-47.78;-47.78;-47.78;;
2024-01-26T15:15:00+01:00;PT15M;Not Validated;70.106;;148.62;148.62;148.62;;;;;-65.0;-47.7;-47.7;-65.0;
2024-01-26T15:00:00+01:00;PT15M;Not Validated;-116.857;;131.23;131.23;131.23;;;;;-138.49;-138.49;-138.49;;
2024-01-26T14:45:00+01:00;PT15M;Not Validated;152.792;;120.62;120.62;120.62;;;;;-47.69;-47.69;-47.69;;
2024-01-26T14:30:00+01:00;PT15M;Not Validated;-96.038;;122.56;122.56;122.56;;;;;-87.0;-54.65;-54.65;-87.0;
2024-01-26T14:15:00+01:00;PT15M;Not Validated;-215.27;;143.04;143.04;143.04;;;;;-87.0;-67.5;-67.5;-87.0;
2024-01-26T14:00:00+01:00;PT15M;Not Validated;-153.052;;132.37;132.37;132.37;;;;;-244.0;-244.0;-244.0;-87.0;
2024-01-26T13:45:00+01:00;PT15M;Not Validated;-177.73;;120.24;120.24;120.24;;;;;-87.0;-52.48;-52.48;-87.0;
2024-01-26T13:30:00+01:00;PT15M;Not Validated;-347.869;;123.38;123.38;123.38;;;;;-168.0;-53.82;-53.82;-168.0;
2024-01-26T13:15:00+01:00;PT15M;Not Validated;-478.355;;120.92;120.92;120.92;;;;;-163.0;-63.28;-63.28;-163.0;
2024-01-26T13:00:00+01:00;PT15M;Not Validated;-376.321;;122.39;122.39;122.39;;;;;-163.0;-129.84;-129.84;-163.0;
2024-01-26T12:45:00+01:00;PT15M;Not Validated;-528.858;;147.58;147.58;147.58;;;;;-172.09;-172.09;-172.09;-84.0;
2024-01-26T12:30:00+01:00;PT15M;Not Validated;-428.538;;127.03;127.03;127.03;;;;;-166.7;-166.7;-166.7;-84.0;
2024-01-26T12:15:00+01:00;PT15M;Not Validated;-368.423;;126.4;126.4;126.4;;;;;-229.9;-229.9;-229.9;-76.0;
2024-01-26T12:00:00+01:00;PT15M;Not Validated;-218.985;;125.72;125.72;125.72;;;;;-76.0;-47.37;-47.37;-76.0;
2024-01-26T11:45:00+01:00;PT15M;Not Validated;-362.561;;129.98;129.98;129.98;;;;;-241.18;-241.18;-241.18;-76.0;
2024-01-26T11:30:00+01:00;PT15M;Not Validated;-221.864;;144.01;144.01;144.01;;;;;-84.0;-64.18;-64.18;-84.0;
2024-01-26T11:15:00+01:00;PT15M;Not Validated;-324.255;;137.41;137.41;137.41;;;;;-79.46;-79.46;-79.46;-76.0;
2024-01-26T11:00:00+01:00;PT15M;Not Validated;-258.352;;137.36;137.36;137.36;;;;;-60.92;-60.92;-60.92;;
2024-01-26T10:45:00+01:00;PT15M;Not Validated;-109.174;;142.77;142.77;142.77;;;;;-56.74;-56.74;-56.74;;
2024-01-26T10:30:00+01:00;PT15M;Not Validated;37.644;;142.34;142.34;142.34;;;;;-48.47;-48.47;-48.47;;
2024-01-26T10:15:00+01:00;PT15M;Not Validated;-25.436;;141.93;141.93;141.93;;;;;-49.04;-49.04;-49.04;;
2024-01-26T10:00:00+01:00;PT15M;Not Validated;40.452;;225.0;137.85;137.85;225.0;150.0;;;-49.55;-49.55;-49.55;;
2024-01-26T09:45:00+01:00;PT15M;Not Validated;219.223;;139.29;139.29;139.29;;;;;-48.42;-48.42;-48.42;;
2024-01-26T09:30:00+01:00;PT15M;Not Validated;79.318;;143.97;143.97;143.97;;;;;-50.75;-50.75;-50.75;;
2024-01-26T09:15:00+01:00;PT15M;Not Validated;43.175;;147.19;147.19;147.19;;;;;-49.26;-49.26;-49.26;;
2024-01-26T09:00:00+01:00;PT15M;Not Validated;-77.204;;144.58;144.58;144.58;;;;;-48.35;-48.35;-48.35;;
2024-01-26T08:45:00+01:00;PT15M;Not Validated;-5.545;;155.54;155.54;155.54;;;;;-48.18;-48.18;-48.18;;
2024-01-26T08:30:00+01:00;PT15M;Not Validated;-8.918;;155.54;155.54;155.54;;;;;-47.73;-47.73;-47.73;;
2024-01-26T08:15:00+01:00;PT15M;Not Validated;-32.806;;155.54;155.54;155.54;;;;;-143.34;-143.34;-143.34;;
2024-01-26T08:00:00+01:00;PT15M;Not Validated;-40.642;;233.8;233.8;233.8;;;;;-156.8;-156.8;-156.8;;
2024-01-26T07:45:00+01:00;PT15M;Not Validated;-17.537;;135.04;135.04;135.04;;;;;-48.35;-48.35;-48.35;;
2024-01-26T07:30:00+01:00;PT15M;Not Validated;25.437;;139.8;139.8;139.8;;;;;-47.0;-47.0;-47.0;;
2024-01-26T07:15:00+01:00;PT15M;Not Validated;-3.13;;136.04;136.04;136.04;;;;;-51.49;-51.49;-51.49;;
2024-01-26T07:00:00+01:00;PT15M;Not Validated;-73.735;;122.21;122.21;122.21;;;;;-56.78;-56.78;-56.78;;
2024-01-26T06:45:00+01:00;PT15M;Not Validated;5.574;;124.33;124.33;124.33;;;;;-47.03;-47.03;-47.03;;
2024-01-26T06:30:00+01:00;PT15M;Not Validated;113.357;;122.21;122.21;122.21;;;;;-47.0;-47.0;-47.0;;
2024-01-26T06:15:00+01:00;PT15M;Not Validated;71.253;;125.62;125.62;125.62;;;;;-49.41;-49.41;-49.41;;
2024-01-26T06:00:00+01:00;PT15M;Not Validated;85.903;;124.06;124.06;124.06;;;;;-61.7;-61.7;-61.7;;
2024-01-26T05:45:00+01:00;PT15M;Not Validated;-19.726;;117.86;117.86;117.86;;;;;-54.85;-54.85;-54.85;;
2024-01-26T05:30:00+01:00;PT15M;Not Validated;-31.763;;127.21;127.21;127.21;;;;;-46.56;-46.56;-46.56;;
2024-01-26T05:15:00+01:00;PT15M;Not Validated;27.75;;113.48;113.48;113.48;;;;;-42.89;-42.89;-42.89;;
2024-01-26T05:00:00+01:00;PT15M;Not Validated;-52.566;;127.21;127.21;127.21;;;;;-82.04;-82.04;-82.04;;
2024-01-26T04:45:00+01:00;PT15M;Not Validated;7.342;;115.22;115.22;115.22;;;;;-44.07;-44.07;-44.07;;
2024-01-26T04:30:00+01:00;PT15M;Not Validated;-24.689;;113.59;113.59;113.59;;;;;-42.76;-42.76;-42.76;;
2024-01-26T04:15:00+01:00;PT15M;Not Validated;-60.905;;113.48;113.48;113.48;;;;;-42.0;-42.0;-42.0;;
2024-01-26T04:00:00+01:00;PT15M;Not Validated;-17.293;;116.63;116.63;116.63;;;;;-42.78;-42.78;-42.78;;
2024-01-26T03:45:00+01:00;PT15M;Not Validated;31.444;;113.48;113.48;113.48;;;;;-42.17;-42.17;-42.17;;
2024-01-26T03:30:00+01:00;PT15M;Not Validated;5.895;;113.48;113.48;113.48;;;;;-43.25;-43.25;-43.25;;
2024-01-26T03:15:00+01:00;PT15M;Not Validated;-49.91;;125.21;125.21;125.21;;;;;-42.04;-42.04;-42.04;;
2024-01-26T03:00:00+01:00;PT15M;Not Validated;8.845;;127.38;127.38;127.38;;;;;-46.82;-46.82;-46.82;;
2024-01-26T02:45:00+01:00;PT15M;Not Validated;14.619;;125.21;125.21;125.21;;;;;-47.29;-47.29;-47.29;;
2024-01-26T02:30:00+01:00;PT15M;Not Validated;-73.579;;125.21;125.21;125.21;;;;;-47.25;-47.25;-47.25;;
2024-01-26T02:15:00+01:00;PT15M;Not Validated;-10.501;;130.46;130.46;130.46;;;;;-47.0;-47.0;-47.0;;
2024-01-26T02:00:00+01:00;PT15M;Not Validated;156.977;;132.68;132.68;132.68;;;;;-47.0;-47.0;-47.0;;
2024-01-26T01:45:00+01:00;PT15M;Not Validated;4.077;;130.46;130.46;130.46;;;;;-47.75;-47.75;-47.75;;
2024-01-26T01:30:00+01:00;PT15M;Not Validated;-36.342;;138.97;138.97;138.97;;;;;-46.12;-46.12;-46.12;;
2024-01-26T01:15:00+01:00;PT15M;Not Validated;50.972;;138.97;138.97;138.97;;;;;-43.08;-43.08;-43.08;;
2024-01-26T01:00:00+01:00;PT15M;Not Validated;79.559;;213.94;213.94;213.94;;;;;-146.44;-146.44;-146.44;;
2024-01-26T00:45:00+01:00;PT15M;Not Validated;-25.811;;177.0;139.77;139.77;177.0;150.0;;;-83.27;-83.27;-83.27;;
2024-01-26T00:30:00+01:00;PT15M;Not Validated;29.043;;177.0;165.16;165.16;177.0;150.0;;;-77.94;-77.94;-77.94;;
2024-01-26T00:15:00+01:00;PT15M;Not Validated;104.235;;197.18;197.18;197.18;;;;;-48.31;-48.31;-48.31;;
2024-01-26T00:00:00+01:00;PT15M;Not Validated;13.776;;143.59;143.59;143.59;;;;;-60.05;-60.05;-60.05;;
2024-01-25T23:45:00+01:00;PT15M;Not Validated;85.069;;100.0;100.0;100.0;;;;;1.94;1.94;1.94;;
2024-01-25T23:30:00+01:00;PT15M;Not Validated;111.313;;101.24;101.24;101.24;;;;;-29.84;-29.84;-29.84;;
2024-01-25T23:15:00+01:00;PT15M;Not Validated;-7.008;;136.0;136.0;136.0;;;;;-20.7;-20.7;-20.7;;
2024-01-25T23:00:00+01:00;PT15M;Not Validated;0.616;;136.0;136.0;136.0;;;;;3.55;3.55;3.55;;
2024-01-25T22:45:00+01:00;PT15M;Not Validated;-21.993;;136.0;136.0;136.0;;;;;-7.81;-7.81;-7.81;;
2024-01-25T22:30:00+01:00;PT15M;Not Validated;59.867;;220.0;136.0;136.0;220.0;150.0;;;14.0;14.0;14.0;;
2024-01-25T22:15:00+01:00;PT15M;Not Validated;254.799;;150.0;136.0;136.0;;150.0;;;-23.65;-23.65;-23.65;;
2024-01-25T22:00:00+01:00;PT15M;Not Validated;141.611;;105.31;105.31;105.31;;;;;-0.67;-0.67;-0.67;;
2024-01-25T21:45:00+01:00;PT15M;Not Validated;194.1;;220.0;105.0;105.0;220.0;150.0;;;-17.51;-17.51;-17.51;;
2024-01-25T21:30:00+01:00;PT15M;Not Validated;233.489;;225.0;103.44;103.44;225.0;150.0;;;10.0;10.0;10.0;;
2024-01-25T21:15:00+01:00;PT15M;Not Validated;364.975;;101.8;101.8;101.8;;;;;10.0;10.0;10.0;;
2024-01-25T21:00:00+01:00;PT15M;Not Validated;53.125;;100.49;100.49;100.49;;;;;-11.27;-11.27;-11.27;;
2024-01-25T20:45:00+01:00;PT15M;Not Validated;59.992;;100.01;100.01;100.01;;;;;-15.02;-15.02;-15.02;;
2024-01-25T20:30:00+01:00;PT15M;Not Validated;112.54;;220.0;100.0;100.0;220.0;150.0;;;-21.69;-21.69;-21.69;;
2024-01-25T20:15:00+01:00;PT15M;Not Validated;168.091;;232.84;101.12;101.12;232.84;150.0;;;-4.43;-4.43;-4.43;;
2024-01-25T20:00:00+01:00;PT15M;Not Validated;192.119;;100.0;100.0;100.0;;;;;-11.22;-11.22;-11.22;;
2024-01-25T19:45:00+01:00;PT15M;Not Validated;109.002;;220.0;100.0;100.0;220.0;162.5;;;-7.57;-7.57;-7.57;;
2024-01-25T19:30:00+01:00;PT15M;Not Validated;183.641;;220.0;100.0;100.0;220.0;220.0;;;3.39;3.39;3.39;;
2024-01-25T19:15:00+01:00;PT15M;Not Validated;344.898;;236.23;100.0;100.0;220.0;236.23;;;10.0;10.0;10.0;;
2024-01-25T19:00:00+01:00;PT15M;Not Validated;428.782;;232.84;101.05;101.05;232.84;225.0;;;10.0;10.0;10.0;;
2024-01-25T18:45:00+01:00;PT15M;Not Validated;159.27;;103.77;103.77;103.77;;;;;10.0;10.0;10.0;;
2024-01-25T18:30:00+01:00;PT15M;Not Validated;-1.548;;104.72;104.72;104.72;;;;;10.11;10.11;10.11;;
2024-01-25T18:15:00+01:00;PT15M;Not Validated;-23.348;;104.76;104.76;104.76;;;;;0.18;0.18;0.18;;
2024-01-25T18:00:00+01:00;PT15M;Not Validated;20.223;;104.91;104.91;104.91;;;;;-1.62;-1.62;-1.62;;
2024-01-25T17:45:00+01:00;PT15M;Not Validated;17.702;;104.81;104.81;104.81;;;;;12.93;12.93;12.93;;
2024-01-25T17:30:00+01:00;PT15M;Not Validated;35.365;;115.43;115.43;115.43;;;;;12.04;12.04;12.04;;
2024-01-25T17:15:00+01:00;PT15M;Not Validated;-81.645;;116.36;116.36;116.36;;;;;-20.17;-20.17;-20.17;;
2024-01-25T17:00:00+01:00;PT15M;Not Validated;-70.461;;100.01;100.01;100.01;;;;;-0.14;-0.14;-0.14;;
2024-01-25T16:45:00+01:00;PT15M;Not Validated;48.527;;102.19;102.19;102.19;;;;;4.57;4.57;4.57;;
2024-01-25T16:30:00+01:00;PT15M;Not Validated;-3.447;;100.34;100.34;100.34;;;;;-3.67;-3.67;-3.67;;
2024-01-25T16:15:00+01:00;PT15M;Not Validated;137.57;;220.0;103.82;103.82;220.0;150.0;;;-25.0;-25.0;-25.0;;
2024-01-25T16:00:00+01:00;PT15M;Not Validated;155.412;;103.34;103.34;103.34;;;;;10.0;10.0;10.0;;
2024-01-25T15:45:00+01:00;PT15M;Not Validated;105.198;;100.0;100.0;100.0;;;;;10.0;10.0;10.0;;
2024-01-25T15:30:00+01:00;PT15M;Not Validated;21.616;;102.1;102.1;102.1;;;;;6.3;6.3;6.3;;
2024-01-25T15:15:00+01:00;PT15M;Not Validated;-52.928;;104.27;104.27;104.27;;;;;-33.87;-33.87;-33.87;;
2024-01-25T15:00:00+01:00;PT15M;Not Validated;-135.213;;103.86;103.86;103.86;;;;;-128.0;-128.0;-128.0;;
2024-01-25T14:45:00+01:00;PT15M;Not Validated;-109.707;;100.0;100.0;100.0;;;;;10.0;10.0;10.0;;
2024-01-25T14:30:00+01:00;PT15M;Not Validated;-142.974;;100.0;100.0;100.0;;;;;10.0;10.0;10.0;;
2024-01-25T14:15:00+01:00;PT15M;Not Validated;-140.06;;100.0;100.0;100.0;;;;;10.0;10.0;10.0;;
2024-01-25T14:00:00+01:00;PT15M;Not Validated;-104.15;;100.96;100.96;100.96;;;;;-16.23;-16.23;-16.23;;
2024-01-25T13:45:00+01:00;PT15M;Not Validated;-69.811;;100.08;100.08;100.08;;;;;-0.25;-0.25;-0.25;;
2024-01-25T13:30:00+01:00;PT15M;Not Validated;71.72;;220.0;100.0;100.0;220.0;;;;4.28;4.28;4.28;;
2024-01-25T13:15:00+01:00;PT15M;Not Validated;123.2;;103.66;103.66;103.66;;;;;4.87;4.87;4.87;;
2024-01-25T13:00:00+01:00;PT15M;Not Validated;-12.142;;220.0;104.15;104.15;220.0;;;;-163.55;-163.55;-163.55;;
2024-01-25T12:45:00+01:00;PT15M;Not Validated;132.182;;220.0;104.94;104.94;220.0;;;;6.45;6.45;6.45;;
2024-01-25T12:30:00+01:00;PT15M;Not Validated;134.429;;104.94;104.94;104.94;;;;;15.0;15.0;15.0;;
2024-01-25T12:15:00+01:00;PT15M;Not Validated;98.515;;104.89;104.89;104.89;;;;;14.58;14.58;14.58;;
2024-01-25T12:00:00+01:00;PT15M;Not Validated;14.942;;220.0;100.97;100.97;220.0;;;;-21.6;-21.6;-21.6;;
2024-01-25T11:45:00+01:00;PT15M;Not Validated;90.102;;220.0;97.42;97.42;220.0;150.0;;;3.83;3.83;3.83;;
2024-01-25T11:30:00+01:00;PT15M;Not Validated;104.101;;101.42;101.42;101.42;;;;;10.0;10.0;10.0;;
2024-01-25T11:15:00+01:00;PT15M;Not Validated;103.931;;101.42;101.42;101.42;;;;;6.52;6.52;6.52;;
2024-01-25T11:00:00+01:00;PT15M;Not Validated;23.768;;101.82;101.82;101.82;;;;;7.72;7.72;7.72;;
2024-01-25T10:45:00+01:00;PT15M;Not Validated;-6.758;;95.3;95.3;95.3;;;;;-109.4;-109.4;-109.4;;
2024-01-25T10:30:00+01:00;PT15M;Not Validated;46.043;;103.05;103.05;103.05;;;;;-57.7;-57.7;-57.7;;
2024-01-25T10:15:00+01:00;PT15M;Not Validated;20.689;;110.73;110.73;110.73;;;;;-177.34;-177.34;-177.34;;
2024-01-25T10:00:00+01:00;PT15M;Not Validated;-42.913;;105.0;105.0;105.0;;;;;-80.63;-80.63;-80.63;;
2024-01-25T09:45:00+01:00;PT15M;Not Validated;42.454;;113.38;113.38;113.38;;;;;1.33;1.33;1.33;10.34;
2024-01-25T09:30:00+01:00;PT15M;Not Validated;-54.719;;96.0;96.0;96.0;;;;;-205.25;-205.25;-205.25;;
2024-01-25T09:15:00+01:00;PT15M;Not Validated;-36.391;;100.56;100.56;100.56;;;;;-115.57;-115.57;-115.57;;
2024-01-25T09:00:00+01:00;PT15M;Not Validated;62.04;;101.92;101.92;101.92;;;;;13.04;13.04;13.04;;
2024-01-25T08:45:00+01:00;PT15M;Not Validated;38.16;;102.68;102.68;102.68;;;;;37.16;37.16;37.16;;
2024-01-25T08:30:00+01:00;PT15M;Not Validated;-0.935;;91.14;91.14;91.14;;;;;4.33;4.33;4.33;;
2024-01-25T08:15:00+01:00;PT15M;Not Validated;-2.349;;91.14;91.14;91.14;;;;;30.32;30.32;30.32;;
2024-01-25T08:00:00+01:00;PT15M;Not Validated;64.37;;93.81;93.81;93.81;;;;;46.14;46.14;46.14;;
2024-01-25T07:45:00+01:00;PT15M;Not Validated;-21.902;;91.47;91.47;91.47;;;;;-45.18;-45.18;-45.18;;
2024-01-25T07:30:00+01:00;PT15M;Not Validated;30.544;;91.14;91.14;91.14;;;;;-58.88;-58.88;-58.88;;
2024-01-25T07:15:00+01:00;PT15M;Not Validated;12.916;;91.14;91.14;91.14;;;;;45.62;45.62;45.62;;
2024-01-25T07:00:00+01:00;PT15M;Not Validated;19.317;;93.6;93.6;93.6;;;;;34.4;34.4;34.4;;
2024-01-25T06:45:00+01:00;PT15M;Not Validated;86.24;;95.2;95.2;95.2;;;;;46.14;46.14;;;
2024-01-25T06:30:00+01:00;PT15M;Not Validated;-17.775;;94.63;94.63;94.63;;;;;46.14;46.14;46.14;;
2024-01-25T06:15:00+01:00;PT15M;Not Validated;92.119;;91.14;91.14;91.14;;;;;46.14;46.14;46.14;;
2024-01-25T06:00:00+01:00;PT15M;Not Validated;-35.011;;91.14;91.14;91.14;;;;;-107.78;-107.78;-107.78;;
2024-01-25T05:45:00+01:00;PT15M;Not Validated;-3.782;;94.23;94.23;94.23;;;;;46.14;46.14;46.14;;
2024-01-25T05:30:00+01:00;PT15M;Not Validated;26.661;;93.89;93.89;93.89;;;;;46.14;46.14;46.14;;
2024-01-25T05:15:00+01:00;PT15M;Not Validated;22.455;;91.99;91.99;91.99;;;;;-45.29;-45.29;-45.29;;
2024-01-25T05:00:00+01:00;PT15M;Not Validated;-48.266;;91.14;91.14;91.14;;;;;-271.18;-271.18;-271.18;;
2024-01-25T04:45:00+01:00;PT15M;Not Validated;20.723;;91.14;91.14;91.14;;;;;42.8;42.8;42.8;;
2024-01-25T04:30:00+01:00;PT15M;Not Validated;44.712;;91.14;91.14;91.14;;;;;40.17;40.17;40.17;;
2024-01-25T04:15:00+01:00;PT15M;Not Validated;0.627;;91.14;91.14;91.14;;;;;-22.27;-22.27;-22.27;;
2024-01-25T04:00:00+01:00;PT15M;Not Validated;55.771;;91.24;91.24;91.24;;;;;-35.04;-35.04;-35.04;;
2024-01-25T03:45:00+01:00;PT15M;Not Validated;61.934;;91.19;91.19;91.19;;;;;46.09;46.09;46.09;;
2024-01-25T03:30:00+01:00;PT15M;Not Validated;8.704;;91.14;91.14;91.14;;;;;40.43;40.43;40.43;;
2024-01-25T03:15:00+01:00;PT15M;Not Validated;55.065;;91.14;91.14;91.14;;;;;45.77;45.77;45.77;;
2024-01-25T03:00:00+01:00;PT15M;Not Validated;3.901;;91.14;91.14;91.14;;;;;4.55;4.55;4.55;;
2024-01-25T02:45:00+01:00;PT15M;Not Validated;-38.016;;91.14;91.14;91.14;;;;;-187.9;-187.9;-187.9;;
2024-01-25T02:30:00+01:00;PT15M;Not Validated;-96.382;;91.14;91.14;91.14;;;;;-5.3;-5.3;-5.3;;
